,DPTO_CCDGO,MPIO_CNMBR,MPIO_CCNCT,DPTO_CNMBR,MPM,MPM_CAB,MPM_CPRD,AFBMO_TOT,AFBMO_CAB,AFBMO_CPRD,BLE_TOT,BLE_CAB,BLE_CPRD,BSCPI_TOT,BSCPI_CAB,BSCPI_CPRD,BASS_TOT,BASS_CAB,BASS_CPRD,TDE_TOT,TDE_CAB,TDE_CPRD,HC_TOT,HC_CAB,HC_CPRD,IEE_TOT,IEE_CAB,IEE_CPRD,IE_TOT,IE_CAB,IE_CPRD,MIPE_TOT,MIPE_CAB,MIPE_CPRD,MIP_TOT,MIP_CAB,MIP_CPRD,RE_TOT,RE_CAB,RE_CPRD,SAFAM_TOT,SAFAM_CAB,SAFAM_CPRD,SAS_TOT,SAS_CAB,SAS_CPRD,TRINF_TOT,TRINF_CAB,TRINF_CPRD,TRIML_TOT,TRIML_CAB,TRIML_CPRD,Municipality code
856,25,UNE,25845,CUNDINAMARCA,29.6,23.1,36.8,9.4,7.9,11.2,72.4,63.4,82.6,1.2,1.6,0.8,10.4,9.8,11.1,32.7,34.5,30.6,12.0,17.5,5.7,4.1,1.6,6.9,2.2,1.1,3.3,0.6,0.8,0.3,1.7,1.0,2.6,16.1,14.2,18.4,18.9,0.5,39.7,7.8,9.7,5.7,2.0,1.1,3.0,92.1,90.2,94.1,25845
857,25,ÚTICA,25851,CUNDINAMARCA,35.5,21.8,54.3,20.6,14.6,28.9,71.7,61.6,85.5,1.1,0.9,1.3,2.2,0.9,4.0,31.4,32.7,29.7,6.9,9.6,3.3,18.4,15.4,22.6,1.0,0.5,1.6,7.6,8.4,6.5,12.1,6.3,20.0,11.4,10.3,12.9,34.8,1.1,81.0,9.6,10.5,8.3,0.5,0.4,0.7,88.2,84.2,93.7,25851
858,25,VERGARA,25862,CUNDINAMARCA,50.0,19.3,56.8,21.6,10.2,24.2,82.4,51.3,89.7,1.0,0.7,1.0,0.2,0.2,0.2,44.4,42.2,44.9,3.5,9.7,2.0,17.0,11.1,18.3,3.1,1.4,3.5,12.7,3.9,14.7,32.5,5.6,38.7,8.8,6.0,9.5,60.0,1.9,73.5,9.0,9.0,8.9,0.7,0.0,0.9,92.7,83.8,94.8,25862
859,25,VIANÍ,25867,CUNDINAMARCA,31.6,16.0,41.0,13.2,7.9,16.4,73.5,53.7,85.3,1.8,2.0,1.6,3.3,2.0,4.0,30.3,30.4,30.3,4.5,7.1,3.0,8.7,2.2,12.6,2.0,0.7,2.7,4.0,0.2,6.3,7.9,1.3,11.8,14.6,12.8,15.6,35.9,0.4,57.1,12.1,13.9,10.9,1.5,1.3,1.6,89.7,83.9,93.2,25867
860,25,VILLAGÓMEZ,25871,CUNDINAMARCA,38.2,19.0,48.3,15.8,9.3,19.4,70.4,43.6,85.4,0.6,0.0,1.0,10.2,0.0,15.9,28.2,29.3,27.5,4.3,8.0,2.2,6.4,6.2,6.5,1.9,2.7,1.5,5.1,4.9,5.2,4.5,1.3,6.2,18.0,14.7,19.9,49.4,4.0,74.7,13.5,12.9,13.9,1.3,1.3,1.2,88.2,84.0,90.6,25871
861,25,VILLAPINZÓN,25873,CUNDINAMARCA,31.4,17.2,40.9,7.5,3.8,10.4,67.6,43.2,86.1,1.2,1.6,0.9,6.7,5.7,7.4,39.0,29.1,46.5,8.9,12.2,6.3,13.4,9.6,16.3,3.0,1.5,4.1,0.3,0.4,0.2,1.9,0.8,2.8,22.9,19.3,25.7,10.9,1.2,18.2,11.8,16.1,8.6,2.6,1.1,3.7,88.0,84.5,90.6,25873
862,25,VILLETA,25875,CUNDINAMARCA,18.7,13.6,29.8,9.6,5.6,17.8,54.1,42.8,77.7,1.4,1.3,1.5,2.6,3.7,0.5,24.4,24.5,24.3,6.9,8.6,3.3,3.9,3.3,5.0,2.7,2.4,3.4,3.4,2.5,5.4,3.9,0.8,10.4,13.1,11.9,15.6,10.9,0.5,32.4,14.2,15.0,12.3,0.8,0.6,1.1,79.9,77.5,84.8,25875
863,25,VIOTÁ,25878,CUNDINAMARCA,36.3,27.1,41.1,16.6,12.2,18.6,74.3,58.8,81.8,1.4,1.2,1.5,11.3,6.9,13.4,30.4,28.2,31.4,6.4,12.7,3.4,10.2,10.3,10.2,1.8,1.6,1.9,6.2,6.7,5.9,8.7,2.8,11.6,16.1,16.0,16.1,23.5,1.0,34.3,13.7,16.3,12.5,1.7,1.3,1.9,89.4,85.3,91.3,25878
864,25,YACOPÍ,25885,CUNDINAMARCA,55.5,28.6,63.9,33.2,21.0,37.2,82.3,58.2,90.3,1.9,1.3,2.1,2.2,1.8,2.3,39.3,36.0,40.4,3.4,5.5,2.7,30.0,8.6,37.0,3.9,3.0,4.2,5.4,7.3,4.8,35.6,7.2,44.9,16.3,13.4,17.2,52.6,5.1,68.2,12.9,14.6,12.3,1.5,1.1,1.6,93.7,88.4,95.5,25885
865,25,ZIPACÓN,25898,CUNDINAMARCA,20.5,14.7,22.8,10.9,9.2,11.5,61.0,47.3,65.9,1.9,1.2,2.1,0.4,1.2,0.2,24.1,20.4,25.4,5.1,10.2,3.2,2.2,0.7,2.8,2.2,0.5,2.9,2.0,1.7,2.1,2.1,1.0,2.5,16.9,15.5,17.3,12.8,0.2,17.3,12.4,12.1,12.5,1.0,0.2,1.3,81.7,83.5,81.0,25898
866,25,ZIPAQUIRÁ,25899,CUNDINAMARCA,10.3,7.9,20.8,4.1,3.4,7.5,34.0,29.3,56.5,2.0,1.9,2.5,6.7,5.1,14.5,19.8,19.1,23.2,4.8,5.2,3.2,0.7,0.4,2.5,2.2,2.0,2.9,0.1,0.1,0.2,0.2,0.1,0.5,14.3,12.8,21.5,1.3,0.3,6.2,15.2,15.2,15.1,0.8,0.7,1.3,69.7,69.4,71.1,25899
867,25,AGUA DE DIOS,25001,CUNDINAMARCA,17.9,14.9,29.7,9.6,8.2,15.6,55.7,51.1,75.7,0.9,0.7,2.0,1.2,1.2,1.5,33.2,32.6,35.8,7.8,8.3,5.6,3.4,2.7,6.4,1.8,1.2,4.2,1.2,0.8,2.9,2.6,1.7,6.5,9.2,8.7,11.2,3.9,1.5,13.9,12.0,12.0,11.9,0.4,0.4,0.8,80.2,79.2,84.8,25001
868,54,SAN JOSÉ DE CÚCUTA,54001,NORTE DE SANTANDER,25.7,25.0,44.1,8.4,8.1,17.6,46.7,45.8,71.7,2.2,2.2,2.7,5.2,5.3,3.1,34.3,34.1,40.1,16.4,16.5,13.2,5.8,5.4,16.1,4.6,4.5,7.0,6.1,6.3,2.3,3.6,3.4,10.5,17.0,16.7,24.4,3.9,3.4,18.0,17.5,17.5,16.4,1.1,1.0,2.5,87.0,86.8,91.9,54001
869,54,ÁBREGO,54003,NORTE DE SANTANDER,55.8,39.4,72.9,31.6,22.5,41.9,79.9,67.7,93.8,3.5,2.6,4.4,8.4,10.0,6.7,40.0,41.9,37.8,15.4,12.9,18.3,16.7,1.6,33.9,8.7,6.5,11.3,0.5,0.4,0.6,18.8,1.0,39.1,30.5,24.5,37.4,29.5,0.4,62.8,14.5,16.4,12.3,5.2,2.8,7.8,95.8,93.5,98.5,54003
870,54,ARBOLEDAS,54051,NORTE DE SANTANDER,53.5,23.9,63.6,21.5,12.9,24.9,78.6,50.6,89.6,2.6,1.0,3.2,4.4,6.3,3.7,37.4,45.4,34.3,12.4,13.8,11.8,35.0,8.0,45.5,7.1,0.7,9.6,1.0,1.9,0.7,23.6,1.5,32.2,19.4,10.7,22.7,49.0,3.0,66.9,13.4,17.4,11.9,4.8,0.6,6.4,91.6,83.2,94.8,54051
871,54,BOCHALEMA,54099,NORTE DE SANTANDER,36.3,22.0,44.9,15.2,10.9,18.1,64.2,50.1,73.9,1.9,1.4,2.3,5.4,2.2,7.7,37.9,40.4,36.2,9.1,7.3,10.4,3.6,1.8,4.9,3.4,1.5,4.8,0.7,0.1,1.2,7.7,0.2,12.8,21.1,15.5,24.9,23.8,0.9,39.4,15.0,14.7,15.1,1.7,0.1,2.7,84.4,85.6,83.7,54099
872,54,BUCARASICA,54109,NORTE DE SANTANDER,67.9,38.7,70.7,27.7,19.2,28.8,84.2,53.0,88.4,3.2,0.7,3.5,9.7,4.0,10.5,41.8,39.7,42.0,15.7,12.6,16.1,61.6,70.9,60.4,9.7,1.3,10.9,0.7,1.3,0.6,28.6,5.3,31.7,24.6,7.3,27.0,56.5,2.6,63.8,13.8,15.2,13.7,6.7,2.6,7.3,91.6,77.5,93.5,54109
873,54,CÁCOTA,54125,NORTE DE SANTANDER,48.9,27.2,59.1,12.6,6.4,16.0,76.3,58.9,85.9,1.6,0.7,2.0,5.3,5.4,5.2,34.4,39.4,31.7,17.9,20.5,16.5,17.0,6.4,22.8,3.6,0.3,5.4,0.0,0.0,0.0,27.6,5.1,40.1,17.6,13.5,19.9,59.0,2.0,90.4,14.1,15.2,13.5,3.8,0.0,5.9,90.1,84.5,93.1,54125
874,54,CÁCHIRA,54128,NORTE DE SANTANDER,56.4,17.1,64.9,20.3,9.3,23.1,78.2,44.8,86.6,2.6,1.2,3.0,1.3,2.7,0.9,38.7,32.8,40.1,10.2,8.3,10.7,45.5,3.7,56.1,7.9,2.1,9.3,1.5,0.0,1.9,15.9,1.4,19.6,24.2,12.4,27.2,60.9,1.2,75.9,16.0,15.1,16.3,3.9,1.0,4.6,92.6,84.4,94.7,54128
875,54,CHINÁCOTA,54172,NORTE DE SANTANDER,30.3,21.2,49.2,9.0,7.0,13.2,51.9,42.3,72.9,1.9,1.8,2.1,10.0,9.8,10.4,37.4,33.2,46.4,13.5,14.4,11.6,7.7,3.7,16.4,2.6,1.8,4.2,1.2,1.2,1.2,3.8,0.8,10.3,16.7,15.8,18.7,18.4,1.6,55.0,16.1,16.5,15.3,1.0,0.9,1.3,86.4,85.3,88.8,54172
876,54,CUCUTILLA,54223,NORTE DE SANTANDER,71.1,29.8,81.0,25.2,10.5,29.5,78.1,45.6,87.8,2.2,0.9,2.6,1.9,3.0,1.6,58.6,43.7,63.0,12.1,11.5,12.3,32.6,27.7,34.0,9.7,1.5,12.1,0.5,0.9,0.4,55.5,4.9,70.5,20.3,14.7,22.0,72.9,17.3,89.3,16.3,18.6,15.6,1.8,0.8,2.1,93.1,83.2,96.0,54223
877,54,DURANIA,54239,NORTE DE SANTANDER,44.5,31.2,57.6,21.0,15.6,26.8,68.5,54.0,84.0,1.3,1.3,1.2,0.8,1.5,0.0,39.2,49.7,28.0,15.6,20.1,10.7,16.5,3.7,30.1,4.7,1.3,8.3,1.9,1.3,2.5,16.4,3.4,30.2,15.1,12.2,18.1,33.7,1.6,67.8,15.8,15.9,15.7,1.7,0.7,2.8,87.1,82.9,91.4,54239
878,54,EL ZULIA,54261,NORTE DE SANTANDER,41.9,32.3,57.6,16.8,13.3,23.4,69.7,62.3,83.6,1.8,1.2,3.0,4.2,3.8,5.2,44.9,50.3,34.8,18.7,20.5,15.1,15.2,1.5,41.2,5.6,4.7,7.5,3.7,4.3,2.5,8.2,4.7,14.9,18.1,13.8,26.3,14.7,1.2,40.4,15.7,15.2,16.5,2.0,1.2,3.5,89.1,87.5,92.2,54261
879,54,GRAMALOTE,54313,NORTE DE SANTANDER,42.3,13.6,54.3,12.6,7.4,15.7,68.7,50.8,79.0,1.7,1.1,2.0,5.2,0.8,7.6,35.7,36.7,35.1,7.8,2.3,11.0,14.3,0.4,22.3,4.7,2.0,6.3,1.1,0.1,1.6,10.0,0.1,15.6,11.7,5.4,15.4,42.1,0.6,66.0,17.0,14.6,18.4,2.7,0.6,3.9,83.3,75.6,87.7,54313
880,54,HACARÍ,54344,NORTE DE SANTANDER,73.4,40.7,78.0,34.8,20.1,37.1,88.5,58.1,93.4,4.2,2.2,4.5,9.9,7.2,10.3,36.5,25.6,38.3,16.7,20.1,16.1,46.0,22.6,49.7,15.6,5.0,17.3,0.4,0.8,0.3,36.2,4.1,41.3,39.1,22.9,41.7,72.9,1.4,84.3,12.8,12.1,13.0,11.3,2.5,12.7,95.5,82.4,97.6,54344
881,54,HERRÁN,54347,NORTE DE SANTANDER,52.4,26.8,60.3,8.9,6.3,9.8,74.8,57.5,81.1,2.9,3.0,2.9,6.4,11.2,4.6,37.9,37.5,38.0,21.6,20.3,22.0,14.0,2.7,18.1,3.8,0.8,4.9,2.1,7.4,0.2,3.4,0.5,4.5,15.7,13.4,16.5,67.9,2.2,91.9,26.2,17.8,29.3,2.1,0.8,2.5,90.7,82.7,93.6,54347
882,54,LABATECA,54377,NORTE DE SANTANDER,41.3,27.4,46.9,16.8,13.6,18.2,74.4,49.3,85.6,1.5,1.5,1.5,2.9,3.4,2.7,39.8,43.5,38.2,10.9,12.4,10.3,10.5,1.7,14.4,3.5,2.3,4.0,0.6,0.2,0.8,14.2,0.9,20.1,16.9,16.0,17.4,28.6,1.5,40.8,16.4,16.0,16.5,3.0,1.5,3.7,88.0,83.8,89.8,54377
883,54,LA ESPERANZA,54385,NORTE DE SANTANDER,57.1,37.1,60.3,25.6,17.0,27.3,77.9,56.4,82.1,3.0,0.6,3.5,10.0,12.5,9.5,39.0,37.2,39.4,13.4,20.4,12.0,31.8,8.0,36.5,8.4,4.3,9.2,2.3,4.1,1.9,14.7,3.1,17.0,30.4,21.1,32.3,34.7,7.2,40.2,16.1,14.5,16.5,3.3,1.0,3.8,85.0,80.6,85.8,54385
884,54,LA PLAYA,54398,NORTE DE SANTANDER,67.9,13.1,74.0,41.9,16.9,45.6,85.8,48.4,91.4,2.2,2.0,2.2,1.8,2.0,1.8,35.2,26.4,36.5,15.5,9.1,16.4,9.5,2.8,10.5,13.0,2.8,14.5,0.2,0.0,0.2,17.4,2.0,19.7,29.1,9.4,32.0,67.9,1.2,77.9,9.2,11.8,8.8,7.7,0.8,8.7,95.7,82.3,97.7,54398
885,54,LOS PATIOS,54405,NORTE DE SANTANDER,21.4,21.1,31.7,6.2,6.0,12.9,39.6,39.0,59.2,2.2,2.1,2.5,7.5,7.6,3.5,31.4,31.3,33.5,13.5,13.6,10.3,4.6,4.3,11.9,3.2,3.2,3.6,2.2,2.3,1.1,1.7,1.6,4.0,14.3,14.3,12.7,3.6,3.1,19.4,20.3,20.3,20.5,0.9,0.9,1.2,83.4,83.3,88.3,54405
886,54,LOURDES,54418,NORTE DE SANTANDER,45.3,28.2,62.0,17.4,13.4,22.9,77.7,67.0,92.1,1.9,1.4,2.5,2.7,3.7,1.4,34.7,34.2,35.3,16.0,14.6,17.8,14.5,3.4,29.6,10.0,7.1,13.9,0.9,1.2,0.5,9.6,2.4,19.4,21.4,14.3,30.9,30.7,3.1,68.1,18.2,17.7,18.9,5.1,1.9,9.5,86.3,81.8,92.4,54418
887,54,MUTISCUA,54480,NORTE DE SANTANDER,42.2,12.3,49.1,13.6,6.7,15.4,75.0,46.2,82.6,1.9,2.0,1.9,6.1,4.3,6.5,34.4,28.1,36.0,10.6,13.4,9.9,15.9,5.5,18.6,3.8,1.6,4.3,0.1,0.0,0.1,9.4,2.4,11.2,16.2,9.9,17.9,50.7,2.8,63.2,13.0,15.0,12.5,3.0,1.6,3.4,93.2,86.2,95.0,54480
888,54,OCAÑA,54498,NORTE DE SANTANDER,31.4,28.4,57.4,18.4,16.8,33.3,54.1,51.2,81.6,2.3,2.3,2.3,8.5,8.7,7.4,33.9,34.3,30.2,10.9,10.8,11.1,7.2,5.2,25.5,4.7,4.3,8.2,1.9,2.0,1.3,4.0,2.4,19.2,17.3,16.8,21.8,7.0,1.4,58.4,16.0,16.4,12.0,2.2,1.8,6.0,89.3,88.8,94.1,54498
889,54,PAMPLONA,54518,NORTE DE SANTANDER,20.5,16.6,62.4,7.9,7.1,17.5,39.6,35.8,85.9,1.5,1.5,2.0,4.9,5.1,1.6,37.7,37.2,43.5,7.8,7.2,14.4,2.9,0.9,26.7,2.2,1.7,8.9,0.3,0.3,0.5,3.4,0.6,36.1,12.3,11.2,24.8,7.0,1.1,79.1,19.0,19.3,15.6,0.9,0.7,3.7,85.3,84.4,95.6,54518
890,54,PAMPLONITA,54520,NORTE DE SANTANDER,41.7,16.9,47.8,14.4,8.8,15.9,72.0,52.5,77.2,2.2,1.6,2.4,9.4,1.6,11.5,35.9,34.7,36.2,9.8,11.3,9.5,13.4,5.6,15.5,3.4,0.3,4.2,0.2,0.0,0.3,11.0,0.3,13.8,16.2,8.8,18.2,50.9,0.6,64.4,12.0,13.4,11.7,2.5,0.6,3.0,86.1,79.1,87.9,54520
891,54,PUERTO SANTANDER,54553,NORTE DE SANTANDER,42.9,42.3,53.2,20.2,20.2,20.7,74.7,74.7,75.9,3.8,3.5,8.3,7.0,7.3,2.1,29.8,29.4,35.9,25.4,26.2,12.4,6.8,5.1,33.1,7.5,7.5,8.3,4.7,4.8,2.8,3.2,3.0,6.2,23.6,23.8,20.7,4.6,4.5,6.2,18.1,18.3,15.2,3.2,3.0,6.2,95.5,95.5,95.9,54553
892,54,RAGONVALIA,54599,NORTE DE SANTANDER,41.4,30.7,53.3,14.1,12.7,15.6,69.9,55.8,85.9,1.3,1.6,1.0,3.0,3.0,3.0,38.5,49.2,26.5,15.5,18.3,12.4,12.1,3.5,21.8,4.9,3.9,6.0,1.4,0.8,2.1,5.2,1.3,9.7,19.2,16.0,22.9,36.3,2.3,74.7,16.2,16.4,15.9,2.7,1.3,4.3,93.1,90.7,95.7,54599
893,54,SALAZAR,54660,NORTE DE SANTANDER,48.8,35.4,58.8,23.6,21.4,25.5,73.3,61.2,83.5,2.9,2.5,3.2,8.4,4.4,11.9,39.3,40.8,38.0,14.1,16.5,12.1,19.1,5.8,30.4,5.2,3.3,6.8,0.9,1.6,0.4,12.2,2.2,20.6,21.6,15.8,26.4,27.4,2.1,48.8,13.7,13.9,13.6,4.1,1.3,6.5,88.0,82.7,92.5,54660
894,54,SAN CALIXTO,54670,NORTE DE SANTANDER,73.5,40.0,80.7,35.8,23.3,38.9,86.1,62.7,91.9,5.1,6.0,4.9,29.4,3.1,36.0,39.5,36.3,40.3,16.8,17.3,16.7,45.2,7.6,54.6,13.1,6.7,14.7,1.3,2.2,1.0,30.3,3.6,36.9,37.8,24.7,41.0,53.9,3.3,66.5,13.2,14.5,12.9,8.5,3.6,9.8,95.4,88.3,97.2,54670
895,54,SAN CAYETANO,54673,NORTE DE SANTANDER,37.6,33.9,39.4,17.7,13.9,19.7,62.3,53.5,66.8,1.5,1.4,1.5,3.8,9.7,0.8,47.6,50.6,46.0,13.7,16.3,12.4,6.2,3.2,7.7,5.0,3.3,5.9,3.2,1.6,4.0,7.5,1.9,10.4,18.7,13.0,21.6,11.6,4.9,15.1,16.3,15.3,16.8,0.7,0.3,0.9,82.5,82.1,82.7,54673
896,54,SANTIAGO,54680,NORTE DE SANTANDER,48.1,33.6,66.6,15.0,10.7,21.1,69.3,55.8,88.3,2.3,2.2,2.3,6.3,5.0,8.1,48.2,55.3,38.3,18.1,23.5,10.4,12.3,0.9,28.4,4.3,2.0,7.6,0.6,0.4,1.0,6.9,1.8,14.1,24.1,21.8,27.3,31.9,0.9,75.5,16.9,17.7,15.6,1.5,0.2,3.4,85.5,80.4,92.7,54680
897,54,SARDINATA,54720,NORTE DE SANTANDER,53.8,35.8,67.6,21.0,17.8,23.4,76.3,64.8,85.0,3.1,1.7,4.2,2.1,2.2,2.0,42.9,43.0,42.8,16.6,16.6,16.7,27.2,1.4,46.5,9.0,4.6,12.4,1.1,1.0,1.1,30.6,2.3,51.8,23.9,21.0,26.2,39.4,0.8,68.5,17.9,15.9,19.3,3.8,1.9,5.2,91.1,86.6,94.6,54720
898,54,SILOS,54743,NORTE DE SANTANDER,46.6,25.8,50.2,14.0,8.3,15.3,81.3,55.9,86.6,2.9,1.0,3.2,1.7,6.9,0.6,33.6,29.7,34.4,12.7,16.9,11.8,16.4,1.0,19.6,8.4,2.8,9.6,0.1,0.0,0.1,10.2,0.7,12.2,21.1,18.6,21.6,41.5,0.7,50.1,13.5,13.4,13.5,4.3,1.4,5.0,95.0,83.8,97.3,54743
899,54,VILLA CARO,54871,NORTE DE SANTANDER,64.8,42.9,79.9,27.7,22.9,31.9,83.5,70.5,95.2,4.0,1.4,6.3,5.3,8.1,2.7,52.4,48.7,55.6,11.4,11.2,11.6,11.8,2.4,20.2,12.8,3.6,21.0,0.2,0.3,0.0,15.8,8.8,22.1,28.4,18.7,37.0,43.0,0.8,80.5,14.3,15.1,13.6,4.6,1.7,7.1,92.0,86.4,97.0,54871
900,54,VILLA DEL ROSARIO,54874,NORTE DE SANTANDER,24.6,24.1,41.9,7.4,7.2,13.0,46.3,45.8,68.3,2.4,2.4,2.3,2.7,2.6,4.2,34.0,33.9,39.3,18.9,19.1,11.4,4.2,4.1,5.7,4.6,4.6,5.8,3.3,3.4,0.6,2.4,2.4,2.9,15.3,15.3,13.8,14.5,13.6,50.0,17.8,17.9,15.2,1.0,1.0,1.3,88.3,88.1,94.3,54874
901,54,CHITAGÁ,54174,NORTE DE SANTANDER,54.8,34.8,68.5,16.1,13.8,18.0,78.0,64.0,89.2,2.4,1.8,2.9,13.1,6.8,18.1,44.2,45.9,42.9,20.8,19.2,22.1,20.8,4.2,34.1,6.5,2.6,9.7,1.2,0.2,2.1,20.6,4.8,33.3,23.6,16.5,29.2,38.9,1.8,68.7,13.8,14.4,13.4,4.8,1.8,7.1,94.3,90.8,97.2,54174
902,54,CONVENCIÓN,54206,NORTE DE SANTANDER,64.0,41.8,79.3,30.3,21.9,36.2,78.0,60.6,90.6,5.2,2.1,7.4,16.1,6.5,23.0,42.1,43.9,40.9,17.4,18.6,16.5,38.1,10.4,57.9,10.6,4.9,14.7,2.8,3.3,2.5,20.9,6.2,31.4,31.6,23.9,37.1,49.1,2.8,82.4,18.4,17.4,19.0,5.7,2.4,8.1,94.3,91.2,96.6,54206
903,54,EL CARMEN,54245,NORTE DE SANTANDER,68.9,35.7,75.9,36.9,23.7,40.3,83.1,61.3,88.8,5.2,0.9,6.3,6.9,5.9,7.2,42.1,43.7,41.7,21.4,21.5,21.4,39.6,16.0,45.7,12.0,2.8,14.4,2.6,1.2,2.9,37.9,2.5,47.2,30.3,12.4,35.0,55.3,3.7,68.7,16.1,12.8,16.9,6.3,1.1,7.7,93.3,85.7,95.2,54245
904,54,TEORAMA,54800,NORTE DE SANTANDER,67.1,39.1,73.6,29.8,22.7,31.6,83.5,63.2,88.7,5.1,2.6,5.7,9.8,7.8,10.3,42.1,41.6,42.2,14.9,18.3,14.0,55.1,8.6,67.0,13.8,4.0,16.3,1.4,2.4,1.2,45.6,10.3,54.6,30.2,21.4,32.4,54.7,2.9,68.0,15.6,13.9,16.0,5.5,2.5,6.2,94.1,90.0,95.2,54800
905,54,TIBÚ,54810,NORTE DE SANTANDER,57.6,44.8,65.2,21.2,16.0,24.5,73.9,61.9,81.5,5.2,4.2,5.8,3.7,3.9,3.5,38.9,37.2,39.9,18.8,21.1,17.4,35.0,18.5,45.4,11.7,8.4,13.8,13.2,25.4,5.5,32.3,14.2,43.7,25.6,21.4,28.3,29.5,15.6,38.3,24.0,21.8,25.4,4.5,2.4,5.9,89.7,85.7,92.2,54810
906,54,TOLEDO,54820,NORTE DE SANTANDER,50.1,23.1,63.0,16.3,8.3,20.8,72.4,51.6,84.1,2.1,1.0,2.7,1.6,2.8,0.9,50.1,46.8,52.0,13.5,12.2,14.3,26.4,0.8,40.8,4.9,2.0,6.6,1.5,0.2,2.3,23.0,1.7,34.9,20.3,11.4,25.3,38.8,1.7,59.7,18.4,17.8,18.7,2.6,0.8,3.6,87.0,83.1,89.2,54820
907,54,EL TARRA,54250,NORTE DE SANTANDER,71.2,62.8,77.6,27.4,25.4,29.0,83.3,76.6,88.7,5.6,4.2,6.8,15.1,7.9,20.9,45.1,54.8,37.2,22.8,30.0,17.0,53.2,30.1,71.9,13.9,10.7,16.5,9.9,19.7,1.9,30.3,17.2,40.8,30.4,26.7,33.3,42.5,8.3,70.1,19.5,17.9,20.8,6.5,3.5,8.9,96.2,96.7,95.8,54250
908,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",9.0,8.9,31.5,2.8,2.8,10.0,26.2,26.1,62.5,1.8,1.7,3.0,4.3,4.3,6.0,18.9,18.9,35.0,5.6,5.6,5.5,0.7,0.7,11.8,1.9,1.9,3.2,0.3,0.3,2.3,0.3,0.3,3.5,11.5,11.5,16.8,0.5,0.5,16.8,18.7,18.7,18.5,0.5,0.5,1.5,69.1,69.1,84.4,11001
909,50,VILLAVICENCIO,50001,META,15.9,15.2,26.7,5.2,5.0,7.8,38.8,38.2,47.6,2.0,2.0,2.5,3.7,3.6,5.0,31.8,31.9,30.0,6.3,6.4,4.1,5.2,5.0,7.5,2.8,2.8,3.4,1.6,1.4,3.5,1.3,1.1,5.0,12.7,12.5,15.1,6.7,4.4,40.5,17.5,17.3,19.4,0.9,0.8,1.6,82.3,82.3,82.1,50001
910,50,ACACÍAS,50006,META,19.2,16.7,29.8,6.8,6.1,9.6,45.4,42.5,58.9,2.0,1.9,2.1,6.5,6.0,9.0,32.1,31.0,37.3,6.7,7.2,4.5,1.5,1.4,1.9,2.8,2.6,3.6,1.0,0.9,1.6,1.8,0.9,5.8,15.3,14.0,21.3,4.4,0.7,21.1,17.1,16.8,18.5,0.8,0.9,0.7,78.8,79.8,74.5,50006
911,50,BARRANCA DE UPÍA,50110,META,36.5,36.3,37.0,10.7,11.6,8.6,62.1,58.6,70.7,3.1,3.3,2.5,14.2,15.7,10.3,35.2,34.0,38.2,14.2,17.1,6.7,4.8,5.4,3.4,3.3,3.6,2.7,5.3,4.1,8.4,8.1,5.8,13.8,22.3,24.3,17.0,13.4,4.5,35.8,22.4,22.9,21.2,1.6,1.9,1.0,72.6,73.5,70.2,50110
912,50,CABUYARO,50124,META,32.2,28.8,36.1,12.9,10.1,16.1,62.8,51.3,76.0,2.4,2.5,2.3,12.9,13.0,12.7,34.1,38.1,29.5,9.3,12.3,5.8,5.8,4.3,7.5,4.9,5.2,4.4,8.5,2.1,15.7,10.9,3.2,19.8,20.3,19.3,21.4,8.5,2.4,15.5,17.8,17.4,18.3,1.5,1.3,1.7,72.7,78.0,66.5,50124
913,50,CASTILLA LA NUEVA,50150,META,23.1,17.7,27.5,8.1,5.3,10.6,49.6,36.9,60.8,2.1,2.2,2.1,4.1,3.2,4.9,36.8,35.2,38.3,7.1,9.3,5.2,4.5,8.8,0.6,2.6,2.6,2.6,5.0,5.4,4.6,2.6,0.8,4.2,23.0,19.4,26.2,6.9,0.8,12.3,14.4,13.7,15.0,1.2,1.4,1.1,71.3,73.0,69.7,50150
914,50,CUBARRAL,50223,META,21.8,19.5,27.7,9.5,8.9,10.7,55.8,51.8,64.1,1.4,1.2,1.8,2.0,2.2,1.5,32.3,33.0,31.0,5.6,7.2,2.4,6.8,5.0,10.3,3.4,2.4,5.5,1.2,1.1,1.5,2.5,1.1,5.5,16.4,16.5,16.2,13.8,3.6,34.9,12.4,12.9,11.2,1.3,0.9,2.1,85.3,84.9,85.9,50223
915,50,CUMARAL,50226,META,22.7,19.4,29.6,8.6,8.2,9.4,52.7,47.4,62.6,1.6,1.5,2.0,5.1,6.3,2.9,31.2,31.6,30.2,6.9,8.1,4.5,3.0,2.8,3.3,3.1,2.3,4.6,3.0,1.9,5.0,3.5,1.6,7.0,17.2,16.4,18.6,17.6,2.3,45.8,14.6,15.1,13.6,0.9,0.9,0.9,78.0,80.2,73.9,50226
